Host	Symbiont
Microtus_ochrogaster	g__UBA3282___Microtus_ochrogaster___1812
Microtus_ochrogaster	g__UBA3282___Microtus_ochrogaster___1810
Microtus_ochrogaster	g__UBA3282___Microtus_ochrogaster___1818
Microtus_ochrogaster	g__UBA3282___Microtus_ochrogaster___1822
Neotoma_albigula	g__UBA3282___Neotoma_albigula___1907
Peromyscus_eremicus	g__UBA3282___Peromyscus_eremicus___1922
Peromyscus_polionotus	g__UBA3282___Peromyscus_polionotus___1928
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1937
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1949
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1944
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1966
Rattus_norvegicus	s__UBA3282_sp002490705___Rattus_norvegicus___169
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1953
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1951
Mus_musculus_domesticus	s__UBA3282_sp009774175___Mus_musculus_domesticus___150
Mus_musculus_domesticus	s__UBA3282_sp009774175___Mus_musculus_domesticus___152
Mus_musculus_domesticus	s__UBA3282_sp009774175___Mus_musculus_domesticus___151
Mus_musculus_domesticus	s__UBA3282_sp009774175___Mus_musculus_domesticus___153
Microtus_oeconomus	g__UBA3282___Microtus_oeconomus___1825
Apodemus_agrarius	g__UBA3282___Apodemus_agrarius___1794
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1958
Peromyscus_maniculatus	g__UBA3282___Peromyscus_maniculatus___1923
Peromyscus_sonoriensis	g__UBA3282___Peromyscus_sonoriensis___1930
Apodemus_flavicollis	g__UBA3282___Apodemus_flavicollis___1798
Apodemus_agrarius	g__UBA3282___Apodemus_agrarius___1792
Apodemus_flavicollis	g__UBA3282___Apodemus_flavicollis___1799
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1881
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1939
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1948
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1959
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1962
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1961
Peromyscus_polionotus	g__UBA3282___Peromyscus_polionotus___1927
Rattus_norvegicus	s__UBA3282_sp009774215___Rattus_norvegicus___148
Rattus_norvegicus	s__UBA3282_sp009774215___Rattus_norvegicus___149
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1960
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1964
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1963
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1945
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1934
Mus_musculus_domesticus	s__UBA3282_sp003611805___Mus_musculus_domesticus___158
Mus_musculus_domesticus	s__UBA3282_sp003611805___Mus_musculus_domesticus___160
Mus_musculus_domesticus	s__UBA3282_sp003611805___Mus_musculus_domesticus___159
Mus_musculus_domesticus	s__UBA3282_sp003611805___Mus_musculus_domesticus___163
Mus_musculus_domesticus	s__UBA3282_sp003611805___Mus_musculus_domesticus___161
Mus_musculus_domesticus	s__UBA3282_sp003611805___Mus_musculus_domesticus___162
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1838
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1852
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1865
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1844
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1858
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1946
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1957
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1965
Rattus_norvegicus	s__UBA3282_sp002491905___Rattus_norvegicus___167
Apodemus_flavicollis	g__UBA3282___Apodemus_flavicollis___1795
Apodemus_agrarius	g__UBA3282___Apodemus_agrarius___1789
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1940
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1950
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1935
Peromyscus_polionotus	g__UBA3282___Peromyscus_polionotus___1926
Neotoma_albigula	g__UBA3282___Neotoma_albigula___1914
Myodes_glareolus	g__UBA3282___Myodes_glareolus___1906
Microtus_oeconomus	g__UBA3282___Microtus_oeconomus___1823
Microtus_ochrogaster	g__UBA3282___Microtus_ochrogaster___1817
Microtus_ochrogaster	g__UBA3282___Microtus_ochrogaster___1820
Microtus_oeconomus	g__UBA3282___Microtus_oeconomus___1824
Peromyscus_polionotus	g__UBA3282___Peromyscus_polionotus___1924
Peromyscus_polionotus	g__UBA3282___Peromyscus_polionotus___1929
Neotoma_albigula	g__UBA3282___Neotoma_albigula___1917
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1878
Rattus_norvegicus	s__UBA3282_sp002492525___Rattus_norvegicus___166
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1954
Mus_musculus_domesticus	s__UBA3282_sp003612405___Mus_musculus_domesticus___155
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1830
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1834
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1849
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1876
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1855
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1933
Peromyscus_leucopus	f__Lachnospiraceae___Peromyscus_leucopus___6368
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1831
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1874
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1879
Apodemus_flavicollis	g__UBA3282___Apodemus_flavicollis___1800
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1832
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1864
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1863
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1936
Mus_musculus_domesticus	s__UBA3282_sp009774655___Mus_musculus_domesticus___126
Mus_musculus_domesticus	s__UBA3282_sp009774655___Mus_musculus_domesticus___135
Mus_musculus_domesticus	s__UBA3282_sp009774655___Mus_musculus_domesticus___138
Mus_musculus_domesticus	s__UBA3282_sp009774655___Mus_musculus_domesticus___139
Mus_musculus_domesticus	s__UBA3282_sp009774655___Mus_musculus_domesticus___134
Mus_musculus_domesticus	s__UBA3282_sp009774655___Mus_musculus_domesticus___137
Mus_musculus_domesticus	s__UBA3282_sp009774655___Mus_musculus_domesticus___129
Mus_musculus_domesticus	s__UBA3282_sp009774655___Mus_musculus_domesticus___127
Mus_musculus_domesticus	s__UBA3282_sp009774655___Mus_musculus_domesticus___128
Mus_musculus_domesticus	s__UBA3282_sp009774655___Mus_musculus_domesticus___131
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1842
Mus_musculus_domesticus	s__UBA3282_sp009774655___Mus_musculus_domesticus___136
Mus_musculus_domesticus	s__UBA3282_sp009774655___Mus_musculus_domesticus___130
Mus_musculus_domesticus	s__UBA3282_sp009774655___Mus_musculus_domesticus___133
Mus_musculus_domesticus	s__UBA3282_sp009774655___Mus_musculus_domesticus___132
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1829
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1857
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1859
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1837
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1880
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1877
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1870
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1841
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1835
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1850
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1847
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1843
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1853
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1840
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1867
Mus_musculus_domesticus	s__UBA3282_sp009774575___Mus_musculus_domesticus___145
Mus_musculus_domesticus	s__UBA3282_sp009774575___Mus_musculus_domesticus___146
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1860
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1861
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1938
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1956
Peromyscus_polionotus	f__Lachnospiraceae___Peromyscus_polionotus___6373
Peromyscus_sonoriensis	f__Lachnospiraceae___Peromyscus_sonoriensis___6376
Rattus_norvegicus	f__Lachnospiraceae___Rattus_norvegicus___6386
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1875
Microtus_arvalis	g__UBA3282___Microtus_arvalis___1807
Microtus_oeconomus	g__UBA3282___Microtus_oeconomus___1827
Microtus_ochrogaster	g__UBA3282___Microtus_ochrogaster___1813
Microtus_oeconomus	g__UBA3282___Microtus_oeconomus___1828
Rattus_norvegicus	f__Lachnospiraceae___Rattus_norvegicus___6392
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1836
Neotoma_albigula	g__UBA3282___Neotoma_albigula___1909
Microtus_ochrogaster	g__UBA3282___Microtus_ochrogaster___1811
Neotoma_albigula	g__UBA3282___Neotoma_albigula___1912
Neotoma_stephensi	g__UBA3282___Neotoma_stephensi___1918
Rattus_norvegicus	s__UBA3282_sp009774585___Rattus_norvegicus___143
Rattus_norvegicus	s__UBA3282_sp009774585___Rattus_norvegicus___144
Mus_musculus_domesticus	s__UBA3282_sp009774585___Mus_musculus_domesticus___141
Apodemus_flavicollis	g__UBA3282___Apodemus_flavicollis___1797
Apodemus_agrarius	g__UBA3282___Apodemus_agrarius___1791
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1943
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1845
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1872
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1868
Peromyscus_maniculatus	f__Lachnospiraceae___Peromyscus_maniculatus___6372
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1941
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1942
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1947
Apodemus_flavicollis	g__UBA3282___Apodemus_flavicollis___1796
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1833
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1846
Apodemus_agrarius	f__Lachnospiraceae___Apodemus_agrarius___6238
Apodemus_agrarius	g__UBA3282___Apodemus_agrarius___1793
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1952
Rattus_norvegicus	g__UBA3282___Rattus_norvegicus___1955
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1839
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1866
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1869
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1871
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1856
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1854
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1862
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1882
Neotoma_albigula	g__UBA3282___Neotoma_albigula___1910
Microtus_arvalis	f__Lachnospiraceae___Microtus_arvalis___6248
Apodemus_agrarius	g__UBA3282___Apodemus_agrarius___1790
Microtus_ochrogaster	g__UBA3282___Microtus_ochrogaster___1819
Mus_musculus_domesticus	f__Lachnospiraceae___Mus_musculus_domesticus___6277
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1848
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1851
Mus_musculus_domesticus	g__UBA3282___Mus_musculus_domesticus___1873
Neotoma_albigula	g__UBA3282___Neotoma_albigula___1913
Neotoma_albigula	g__UBA3282___Neotoma_albigula___1916
Microtus_arvalis	g__UBA3282___Microtus_arvalis___1805
Microtus_arvalis	g__UBA3282___Microtus_arvalis___1806
Microtus_oeconomus	g__UBA3282___Microtus_oeconomus___1826
Microtus_ochrogaster	g__UBA3282___Microtus_ochrogaster___1821
Neotoma_albigula	g__UBA3282___Neotoma_albigula___1908
Neotoma_albigula	g__UBA3282___Neotoma_albigula___1911
Neotoma_albigula	g__UBA3282___Neotoma_albigula___1915
Microtus_agrestis	g__UBA3282___Microtus_agrestis___1804
Microtus_ochrogaster	f__Lachnospiraceae___Microtus_ochrogaster___6250
Microtus_ochrogaster	g__UBA3282___Microtus_ochrogaster___1815
Microtus_ochrogaster	g__UBA3282___Microtus_ochrogaster___1814
Neotoma_stephensi	g__UBA3282___Neotoma_stephensi___1919
Peromyscus_polionotus	g__1XD8-76___Peromyscus_polionotus___5811
Rattus_norvegicus	g__1XD8-76___Rattus_norvegicus___5812
Rattus_norvegicus	g__1XD8-76___Rattus_norvegicus___5813
Rattus_norvegicus	g__1XD8-76___Rattus_norvegicus___5814
Rattus_norvegicus	g__1XD8-76___Rattus_norvegicus___5820
Rattus_norvegicus	g__1XD8-76___Rattus_norvegicus___5818
Rattus_norvegicus	g__1XD8-76___Rattus_norvegicus___5815
Rattus_norvegicus	g__1XD8-76___Rattus_norvegicus___5819
Mus_musculus_domesticus	g__1XD8-76___Mus_musculus_domesticus___5792
Mus_musculus_domesticus	g__1XD8-76___Mus_musculus_domesticus___5793
Mus_musculus_domesticus	g__1XD8-76___Mus_musculus_domesticus___5800
Mus_musculus_domesticus	g__1XD8-76___Mus_musculus_domesticus___5797
Mus_musculus_domesticus	g__1XD8-76___Mus_musculus_domesticus___5802
Mus_musculus_domesticus	g__1XD8-76___Mus_musculus_domesticus___5799
Mus_musculus_domesticus	g__1XD8-76___Mus_musculus_domesticus___5801
Mus_musculus_domesticus	g__1XD8-76___Mus_musculus_domesticus___5805
Mus_musculus_domesticus	g__1XD8-76___Mus_musculus_domesticus___5798
Mus_musculus_domesticus	s__1XD8-76_sp003611955___Mus_musculus_domesticus___883
Mus_musculus_domesticus	s__1XD8-76_sp003611955___Mus_musculus_domesticus___884
Mus_musculus_domesticus	g__1XD8-76___Mus_musculus_domesticus___5794
Mus_musculus_domesticus	g__1XD8-76___Mus_musculus_domesticus___5796
Mus_musculus_domesticus	g__1XD8-76___Mus_musculus_domesticus___5803
Mus_musculus_domesticus	g__1XD8-76___Mus_musculus_domesticus___5804
Mus_musculus_domesticus	g__1XD8-76___Mus_musculus_domesticus___5806
Rattus_norvegicus	g__1XD8-76___Rattus_norvegicus___5816
Rattus_norvegicus	g__1XD8-76___Rattus_norvegicus___5821
Rattus_norvegicus	g__1XD8-76___Rattus_norvegicus___5817
Rattus_norvegicus	g__1XD8-76___Rattus_norvegicus___5822
Mus_musculus_domesticus	g__1XD8-76___Mus_musculus_domesticus___5795
Microtus_ochrogaster	g__1XD8-76___Microtus_ochrogaster___5789
Microtus_ochrogaster	g__1XD8-76___Microtus_ochrogaster___5790
Microtus_ochrogaster	g__1XD8-76___Microtus_ochrogaster___5791
Neotoma_albigula	g__UBA7050___Neotoma_albigula___1644
Neotoma_albigula	g__UBA7050___Neotoma_albigula___1645
Myodes_glareolus	g__UBA7050___Myodes_glareolus___1642
Microtus_arvalis	g__UBA7050___Microtus_arvalis___1639
Myodes_glareolus	g__UBA7050___Myodes_glareolus___1643
Microtus_ochrogaster	g__UBA7050___Microtus_ochrogaster___1641
Microtus_ochrogaster	g__UBA7050___Microtus_ochrogaster___1640
Rattus_norvegicus	s__UBA7050_sp002493905___Rattus_norvegicus___117
Mus_musculus_domesticus	s__UBA7050_sp003979345___Mus_musculus_domesticus___115
Rattus_norvegicus	g__UBA7050___Rattus_norvegicus___1646
Peromyscus_eremicus	g__Kineothrix___Peromyscus_eremicus___3420
Mus_musculus_domesticus	g__Kineothrix___Mus_musculus_domesticus___3404
Mus_musculus_domesticus	g__Kineothrix___Mus_musculus_domesticus___3407
Mus_musculus_domesticus	g__Kineothrix___Mus_musculus_domesticus___3406
Mus_musculus_domesticus	g__Kineothrix___Mus_musculus_domesticus___3411
Mus_musculus_domesticus	g__Kineothrix___Mus_musculus_domesticus___3412
Rattus_norvegicus	g__Kineothrix___Rattus_norvegicus___3422
Rattus_norvegicus	g__Kineothrix___Rattus_norvegicus___3423
Mus_musculus_domesticus	g__Kineothrix___Mus_musculus_domesticus___3409
Mus_musculus_domesticus	g__Kineothrix___Mus_musculus_domesticus___3410
Rattus_norvegicus	g__Kineothrix___Rattus_norvegicus___3421
Rattus_norvegicus	g__Kineothrix___Rattus_norvegicus___3431
Rattus_norvegicus	g__Kineothrix___Rattus_norvegicus___3433
Rattus_norvegicus	g__Kineothrix___Rattus_norvegicus___3434
Rattus_norvegicus	g__Kineothrix___Rattus_norvegicus___3435
Mus_musculus_domesticus	g__Kineothrix___Mus_musculus_domesticus___3403
Mus_musculus_domesticus	g__Kineothrix___Mus_musculus_domesticus___3402
Mus_musculus_domesticus	s__Kineothrix_sp000403275___Mus_musculus_domesticus___433
Rattus_norvegicus	s__Kineothrix_sp003488965___Rattus_norvegicus___432
Rattus_norvegicus	g__Kineothrix___Rattus_norvegicus___3436
Microtus_ochrogaster	g__Kineothrix___Microtus_ochrogaster___3400
Rattus_norvegicus	g__Kineothrix___Rattus_norvegicus___3424
Rattus_norvegicus	g__Kineothrix___Rattus_norvegicus___3425
Rattus_norvegicus	g__Kineothrix___Rattus_norvegicus___3426
Rattus_norvegicus	g__Kineothrix___Rattus_norvegicus___3427
Rattus_norvegicus	g__Kineothrix___Rattus_norvegicus___3428
Mus_musculus_domesticus	g__Kineothrix___Mus_musculus_domesticus___3401
Mus_musculus_domesticus	g__Kineothrix___Mus_musculus_domesticus___3413
Mus_musculus_domesticus	g__Kineothrix___Mus_musculus_domesticus___3405
Mus_musculus_domesticus	g__Kineothrix___Mus_musculus_domesticus___3408
Mus_musculus_domesticus	s__Kineothrix_sp011958945___Mus_musculus_domesticus___420
Mus_musculus_domesticus	s__Kineothrix_sp011958945___Mus_musculus_domesticus___421
Mus_musculus_domesticus	s__Kineothrix_sp011958945___Mus_musculus_domesticus___423
Mus_musculus_domesticus	s__Kineothrix_sp011958945___Mus_musculus_domesticus___428
Mus_musculus_domesticus	s__Kineothrix_sp011958945___Mus_musculus_domesticus___426
Mus_musculus_domesticus	s__Kineothrix_sp011958945___Mus_musculus_domesticus___422
Mus_musculus_domesticus	s__Kineothrix_sp011958945___Mus_musculus_domesticus___425
Mus_musculus_domesticus	s__Kineothrix_sp011958945___Mus_musculus_domesticus___424
Mus_musculus_domesticus	s__Kineothrix_sp011958945___Mus_musculus_domesticus___427
Mus_musculus_domesticus	s__Kineothrix_sp009911195___Mus_musculus_domesticus___429
Mus_musculus_domesticus	s__Kineothrix_sp009911195___Mus_musculus_domesticus___430
Rattus_norvegicus	g__Kineothrix___Rattus_norvegicus___3430
Rattus_norvegicus	g__Kineothrix___Rattus_norvegicus___3429
Rattus_norvegicus	g__Kineothrix___Rattus_norvegicus___3432
Peromyscus_leucopus	g__CAG-95___Peromyscus_leucopus___4164
Peromyscus_polionotus	g__CAG-95___Peromyscus_polionotus___4165
Rattus_norvegicus	s__CAG-95_sp009774465___Rattus_norvegicus___612
Mus_musculus_domesticus	s__CAG-95_sp000403495___Mus_musculus_domesticus___616
Rattus_norvegicus	g__CAG-95___Rattus_norvegicus___4173
Rattus_norvegicus	g__CAG-95___Rattus_norvegicus___4178
Apodemus_agrarius	g__CAG-95___Apodemus_agrarius___4120
Apodemus_flavicollis	g__CAG-95___Apodemus_flavicollis___4122
Apodemus_flavicollis	g__CAG-95___Apodemus_flavicollis___4123
Mus_musculus_domesticus	s__CAG-95_sp011959285___Mus_musculus_domesticus___595
Microtus_oeconomus	g__CAG-95___Microtus_oeconomus___4130
Myodes_glareolus	g__CAG-95___Myodes_glareolus___4159
Microtus_ochrogaster	g__CAG-95___Microtus_ochrogaster___4125
Neotoma_albigula	g__CAG-95___Neotoma_albigula___4161
Neotoma_albigula	g__CAG-95___Neotoma_albigula___4162
Mus_musculus_domesticus	s__CAG-95_sp009917455___Mus_musculus_domesticus___598
Mus_musculus_domesticus	s__CAG-95_sp009917455___Mus_musculus_domesticus___602
Mus_musculus_domesticus	s__CAG-95_sp009917455___Mus_musculus_domesticus___601
Mus_musculus_domesticus	s__CAG-95_sp009917455___Mus_musculus_domesticus___599
Mus_musculus_domesticus	s__CAG-95_sp009917455___Mus_musculus_domesticus___600
Mus_musculus_domesticus	s__CAG-95_sp009917455___Mus_musculus_domesticus___603
Rattus_norvegicus	g__CAG-95___Rattus_norvegicus___4177
Mus_musculus_domesticus	g__CAG-95___Mus_musculus_domesticus___4138
Mus_musculus_domesticus	g__CAG-95___Mus_musculus_domesticus___4139
Rattus_norvegicus	g__CAG-95___Rattus_norvegicus___4170
Rattus_norvegicus	g__CAG-95___Rattus_norvegicus___4172
